"Latitude","Longitude","Species","DBH"
47.6375711903,-122.065751498,"Maple, Red (Acer rubrum)",8
47.6271808424,-122.062666891,"Ash (Fraxinus species)",9
47.6272236115,-122.062818768,"Ash (Fraxinus species)",10
47.6272740695,-122.062938558,"Ash (Fraxinus species)",8
47.6273509578,-122.063064053,"Ash (Fraxinus species)",10
47.6275167478,-122.063233042,"Ash (Fraxinus species)",10
47.627725306,-122.063296503,"Ash (Fraxinus species)",10
47.6421764276,-122.065249504,"Maple, Red (Acer rubrum)",6
47.6237529806,-122.066060844,"Cedar, Atlas (Cedrus atlantica)",13
47.6237885438,-122.066035887,"Cedar, Atlas (Cedrus atlantica)",13
47.6272529252,-122.063302207,"Maple, Red (Acer rubrum)",2
47.5693060064,-122.06496063,"Cedar, Western Red (Thuja plicata)",30
47.6319557827,-122.06308046,"Hornbeam, European (Carpinus betulus)",6
47.6324396531,-122.063074042,"Hornbeam, European (Carpinus betulus)",8
47.6410383118,-122.06431186,"Pear, Callery (Pyrus calleryana)",3
47.6430378046,-122.063240878,"Pine (Pinus species)",18
47.6428735381,-122.06302338,"Maple, Red (Acer rubrum)",8
47.6434605612,-122.063748561,"Maple, Red (Acer rubrum)",25
47.6433952263,-122.063667274,"Maple, Red (Acer rubrum)",22
47.6432885765,-122.063570301,"Cedar, Deodar (Cedrus deodara)",16
47.6437031643,-122.064150714,"Cedar, Deodar (Cedrus deodara)",25
47.6438189408,-122.064487267,"Maple, Red (Acer rubrum)",3
47.6439510506,-122.064814552,"Spruce, Norway (Picea abies)",20
47.6438982067,-122.064689057,"Maple, Red (Acer rubrum)",1
47.6443223975,-122.066033132,"Cherry, Kwanzan (Prunus shrubs)",9
47.6448815747,-122.066988602,"Pine (Pinus species)",11
47.6447984671,-122.066928707,"Cedar, Western Red (Thuja plicata)",11
47.644774928,-122.066943681,"Fir, Douglas (Pseudotsuga menziesii)",9
47.6450031133,-122.067029246,"Cherry, Kwanzan (Prunus shrubs)",13
47.6454801375,-122.067197522,"Fir, Douglas (Pseudotsuga menziesii)",26
47.636314779,-122.063849827,"Sweetgum, Common (Liquidambar styraciflua)",4
47.6363522555,-122.063750715,"Sweetgum, Common (Liquidambar styraciflua)",5
47.6367275002,-122.063323605,"Birch (Betula species)",8
47.6115370185,-122.063990885,"Fir, Douglas (Pseudotsuga menziesii)",32
47.624070646,-122.064642612,"Maple, Red (Acer rubrum)",4
47.6239961558,-122.06465616,"Maple, Red (Acer rubrum)",6
47.6239101315,-122.064689673,"Maple, Red (Acer rubrum)",4
47.6238308352,-122.064753846,"Maple, Red (Acer rubrum)",5
47.6237726846,-122.06486508,"Maple, Red (Acer rubrum)",4
47.6237808545,-122.064625499,"Maple, Red (Acer rubrum)",6
47.6238404469,-122.064558474,"Maple, Red (Acer rubrum)",4
47.6239942335,-122.064497153,"Maple, Red (Acer rubrum)",3
47.6240696848,-122.064482179,"Maple, Red (Acer rubrum)",4
47.6239106121,-122.064509987,"Maple, Red (Acer rubrum)",3
47.6241831019,-122.064481466,"Maple, Red (Acer rubrum)",7
47.6242821014,-122.064483605,"Maple, Red (Acer rubrum)",5
47.624401285,-122.064452944,"Maple, Red (Acer rubrum)",7
47.6247078932,-122.064226198,"Plum (Prunus species)",5
47.6247400918,-122.064167729,"Plum (Prunus species)",4
47.624779499,-122.064104269,"Plum (Prunus species)",8
47.6248338039,-122.063958096,"Plum (Prunus species)",7
47.6248525463,-122.063906045,"Plum (Prunus species)",6
47.6248727304,-122.063831176,"Plum (Prunus species)",6
47.6248789779,-122.063767715,"Plum (Prunus species)",5
47.6248708081,-122.063705681,"Plum (Prunus species)",6
47.6248443766,-122.063660047,"Plum (Prunus species)",4
47.6248289982,-122.063623682,"Plum (Prunus species)",6
47.6438184604,-122.062481493,"Madrone, Pacific (Arbutus menziesii)",12
47.6434855421,-122.061978802,"Cedar, Japanese Red (Cryptomeria japonica)",15
47.6438559316,-122.062486485,"Maple, Vine (Acer circinatum)",1
47.6479527662,-122.061004963,"Maple, Red (Acer rubrum)",2
47.6479724611,-122.061024928,"Maple, Red (Acer rubrum)",10
47.6479959988,-122.061034911,"Maple, Red (Acer rubrum)",2
47.6029198101,-122.060818371,"Pear, Callery (Pyrus calleryana)",3
47.6029128656,-122.060996551,"Pear, Callery (Pyrus calleryana)",1
47.6029073099,-122.061069677,"Maple, Red (Acer rubrum)",4
47.6028691149,-122.061162372,"Maple, Red (Acer rubrum)",5
47.6028031417,-122.061225199,"Sweetgum, Common (Liquidambar styraciflua)",4
47.6026961954,-122.061361151,"Sweetgum, Common (Liquidambar styraciflua)",4
47.6026107771,-122.061367331,"Pear, Callery (Pyrus calleryana)",3
47.6249478228,-122.061360556,"Hemlock, Mountain (Tsuga mertensiana)",14
47.625269806,-122.060862143,"Spruce, Blue (Picea pungens)",8
47.6257960281,-122.061274991,"Maple, Red (Acer rubrum)",7
47.6257744027,-122.061294956,"Maple, Red (Acer rubrum)",7
47.6070561997,-122.062052909,"Plum, Cherry (Prunus cerasifera)",5
47.6070884091,-122.061888197,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6071138882,-122.061891762,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6070879284,-122.061935258,"Fir, Douglas (Pseudotsuga menziesii)",6
47.6069860119,-122.06194524,"Plum, Cherry (Prunus cerasifera)",6
47.6067855435,-122.061513139,"Plum, Cherry (Prunus cerasifera)",7
47.6064533508,-122.06119156,"Plum, Cherry (Prunus cerasifera)",7
47.6268950704,-122.057711944,"Fir, Douglas (Pseudotsuga menziesii)",8
47.6262910084,-122.061724205,"Spruce, Blue (Picea pungens)",8
47.6262429523,-122.061612258,"Cedar (Chamaecyparis species)",7
47.6262391078,-122.061553789,"Cedar (Chamaecyparis species)",7
47.6261872071,-122.061543806,"Cedar (Chamaecyparis species)",7
47.6241159435,-122.060869273,"Pear, Callery (Pyrus calleryana)",6
47.6241068124,-122.060907064,"Cedar, Western Red (Thuja plicata)",9
47.6241053707,-122.060983359,"Fir, Douglas (Pseudotsuga menziesii)",9
47.6262458357,-122.061358417,"Maple, Red (Acer rubrum)",5
47.6484270082,-122.060171194,"Fir, Douglas (Pseudotsuga menziesii)",14
47.6484457421,-122.060126985,"Fir, Douglas (Pseudotsuga menziesii)",15
47.6484481439,-122.060202567,"Fir, Douglas (Pseudotsuga menziesii)",8
47.6030746731,-122.058845001,"Sweetgum, Common (Liquidambar styraciflua)",4
47.6031517572,-122.058848091,"Sweetgum, Common (Liquidambar styraciflua)",4
47.6032843972,-122.059118966,"Pear, Callery (Pyrus calleryana)",2
47.6032774527,-122.05921784,"Maple, Red (Acer rubrum)",4
47.6030017556,-122.05885736,"Sweetgum, Common (Liquidambar styraciflua)",3
47.6032698138,-122.059313625,"Maple, Red (Acer rubrum)",4
47.6042303457,-122.059707729,"Maple, Red (Acer rubrum)",10
47.6042293842,-122.059500948,"Maple, Red (Acer rubrum)",10
47.6029455049,-122.058716258,"Sweetgum, Common (Liquidambar styraciflua)",4
47.6029170323,-122.058848091,"Pear, Callery (Pyrus calleryana)",3
47.6027961971,-122.058704929,"Sweetgum, Common (Liquidambar styraciflua)",5
47.6027545297,-122.05885427,"Sweetgum, Common (Liquidambar styraciflua)",3
47.6025114694,-122.058709048,"Sweetgum, Common (Liquidambar styraciflua)",5
47.6024128561,-122.058919157,"Sweetgum, Common (Liquidambar styraciflua)",4
47.6024725797,-122.05885324,"Sweetgum, Common (Liquidambar styraciflua)",5
47.6024038281,-122.05922093,"Maple, Red (Acer rubrum)",3
47.6023968835,-122.059115876,"Pear, Callery (Pyrus calleryana)",2
47.6024031336,-122.059021121,"Pear, Callery (Pyrus calleryana)",2
47.6231947511,-122.059262015,"Maple (Acer species)",8
47.623642979,-122.059287684,"Cedar, Western Red (Thuja plicata)",15
47.5943947116,-122.057003966,"Plum (Prunus species)",6
47.594300464,-122.057010384,"Plum (Prunus species)",4
47.5942148717,-122.057017514,"Plum (Prunus species)",6
47.594083117,-122.057013236,"Plum (Prunus species)",8
47.5939552089,-122.057016088,"Plum (Prunus species)",3
47.593859518,-122.057018227,"Plum (Prunus species)",5
47.5937450734,-122.057013949,"Plum (Prunus species)",7
47.5935909247,-122.05714187,"Plum (Prunus species)",6
47.5935846735,-122.057304443,"Plum (Prunus species)",6
47.5938679003,-122.0577287,"Maple, Red (Acer rubrum)",2
47.5939621486,-122.057803569,"Maple, Red (Acer rubrum)",2
47.5940539924,-122.057901968,"Maple, Red (Acer rubrum)",2
47.5941304487,-122.058003219,"Maple, Red (Acer rubrum)",2
47.5942203688,-122.058102331,"Maple, Red (Acer rubrum)",3
47.5943006717,-122.058192887,"Maple, Red (Acer rubrum)",2
47.5943708765,-122.058301982,"Maple, Red (Acer rubrum)",2
47.5944377152,-122.058436746,"Maple, Red (Acer rubrum)",2
47.59449109,-122.058569371,"Maple, Red (Acer rubrum)",2
47.5945300391,-122.058721248,"Maple, Red (Acer rubrum)",3
47.5931011975,-122.057001827,"Plum (Prunus species)",5
47.593199775,-122.057008245,"Plum (Prunus species)",5
47.5929675165,-122.057007532,"Plum (Prunus species)",7
47.5928679768,-122.057009671,"Plum (Prunus species)",4
47.5927732457,-122.057003253,"Plum (Prunus species)",4
47.5926162089,-122.057702317,"Pine (Pinus species)",7
47.5926751483,-122.057005393,"Plum (Prunus species)",6
47.5925703185,-122.057006819,"Plum (Prunus species)",5
47.5924914556,-122.057005393,"Plum (Prunus species)",6
47.5923890298,-122.056998262,"Plum (Prunus species)",5
47.5922827568,-122.057009671,"Plum (Prunus species)",4
47.5920771502,-122.057330825,"Plum (Prunus species)",6
47.5920834015,-122.057521206,"Plum (Prunus species)",6
47.5921026366,-122.057707309,"Plum (Prunus species)",6
47.5921213907,-122.057809273,"Plum (Prunus species)",7
47.6265817472,-122.059096662,"Fir (Abies species)",15
47.6264798688,-122.059013237,"Maple, Red (Acer rubrum)",7
47.6263707816,-122.059141583,"Cedar, Deodar (Cedrus deodara)",32
47.6267566702,-122.059302017,"Maple, Red (Acer rubrum)",10
47.6267062117,-122.059243548,"Maple, Red (Acer rubrum)",10
47.6268167398,-122.059386868,"Fir (Abies species)",22
47.6267955953,-122.059349077,"Cedar, Atlas (Cedrus atlantica)",13
47.6456732507,-122.059682958,"Maple, Vine (Acer circinatum)",5
47.6456433602,-122.059625915,"Maple, Vine (Acer circinatum)",4
47.6456937471,-122.059625915,"Maple, Vine (Acer circinatum)",5
47.6488310727,-122.057196954,"Maple, Vine (Acer circinatum)",11
47.624467305,-122.057855868,"Cherry, Kwanzan (Prunus shrubs)",13
47.6243562914,-122.057754617,"Cedar, Western Red (Thuja plicata)",20
47.6251453381,-122.057733335,"Cedar, Deodar (Cedrus deodara)",25
47.6258743603,-122.057801786,"Cedar, Deodar (Cedrus deodara)",16
47.6258988691,-122.057890916,"Fir, Douglas (Pseudotsuga menziesii)",7
47.626163237,-122.05757921,"Fir (Abies species)",22
47.6263357586,-122.057599175,"Cedar, Deodar (Cedrus deodara)",26
47.6262396463,-122.057582062,"Fir (Abies species)",20
47.6265769416,-122.057592866,"Maple, Red (Acer rubrum)",18
47.6266615199,-122.057598571,"Maple, Red (Acer rubrum)",15
47.626861912,-122.057667022,"Fir, Douglas (Pseudotsuga menziesii)",13
47.6268859398,-122.057857403,"Maple, Red (Acer rubrum)",8
47.6269166954,-122.05792229,"Maple, Red (Acer rubrum)",7
47.626896512,-122.058272391,"Pine (Pinus species)",7
47.6423335222,-122.058000958,"Pine (Pinus species)",25
47.6427212146,-122.05768936,"Cedar, Deodar (Cedrus deodara)",23
47.6430046557,-122.058199182,"Cedar, Western Red (Thuja plicata)",25
47.6430209896,-122.05819633,"Cedar, Western Red (Thuja plicata)",20
47.6430291565,-122.058224138,"Cedar, Western Red (Thuja plicata)",14
47.6430440491,-122.058169234,"Maple, Red (Acer rubrum)",5
47.6426592416,-122.057847655,"Fir, Douglas (Pseudotsuga menziesii)",4
47.6430253132,-122.058254799,"Hemlock, Mountain (Tsuga mertensiana)",20
47.6429864002,-122.058382433,"Maple, Red (Acer rubrum)",12
47.6431050608,-122.058382433,"Maple, Red (Acer rubrum)",6
47.6431113061,-122.057821272,"Cedar, Western Red (Thuja plicata)",25
47.6431747197,-122.057933219,"Cedar, Western Red (Thuja plicata)",25
47.6451531536,-122.058573789,"Katsura Tree (Cercidiphyllum japonicum)",5
47.5907577962,-122.056998399,"Plum (Prunus species)",6
47.5909439529,-122.056992219,"Plum (Prunus species)",4
47.5910523124,-122.05698089,"Plum (Prunus species)",5
47.5908599046,-122.056992219,"Plum (Prunus species)",4
47.6016187816,-122.05719403,"Maple, Red (Acer rubrum)",4
47.6017141912,-122.057198546,"Maple, Red (Acer rubrum)",7
47.6017781359,-122.057201557,"Maple, Red (Acer rubrum)",7
47.6014137519,-122.057189515,"Maple, Red (Acer rubrum)",7
47.6011143258,-122.057177472,"Maple, Red (Acer rubrum)",7
47.6012097363,-122.057181988,"Maple, Red (Acer rubrum)",7
47.6013203717,-122.057189515,"Maple, Red (Acer rubrum)",7
47.6010199301,-122.05716543,"Maple, Red (Acer rubrum)",8
47.6005631744,-122.057162419,"Maple, Red (Acer rubrum)",5
47.6009042191,-122.05716543,"Maple, Red (Acer rubrum)",8
47.600663661,-122.057159409,"Maple, Red (Acer rubrum)",8
47.600809823,-122.057160914,"Maple, Red (Acer rubrum)",7
47.6001754364,-122.057174462,"Maple, Red (Acer rubrum)",3
47.6003073894,-122.057166935,"Maple, Red (Acer rubrum)",4
47.6003956963,-122.057160914,"Maple, Red (Acer rubrum)",1
47.5920025926,-122.057927779,"Plum (Prunus species)",7
47.5919977839,-122.057790876,"Plum (Prunus species)",7
47.5918205473,-122.056997369,"Plum (Prunus species)",6
47.5917031596,-122.057005609,"Plum (Prunus species)",6
47.591408647,-122.056993249,"Plum (Prunus species)",4
47.5914989458,-122.056999429,"Plum (Prunus species)",4
47.5913315456,-122.057038567,"Plum (Prunus species)",4
47.5911613663,-122.057036507,"Plum (Prunus species)",5
47.5912287435,-122.057039597,"Plum (Prunus species)",4
47.5905848367,-122.05698192,"Maple, Red (Acer rubrum)",6
47.5904966201,-122.05699016,"Plum (Prunus species)",4
47.59066055,-122.056994279,"Plum (Prunus species)",5
47.5903965948,-122.05699016,"Plum (Prunus species)",5
47.5902291911,-122.056995309,"Plum (Prunus species)",5
47.5903153242,-122.0569881,"Maple, Red (Acer rubrum)",4
47.624738773,-122.058731587,"Zelkova, Japanese (Zelkova serrata)",30
47.6248392132,-122.058760109,"Zelkova, Japanese (Zelkova serrata)",26
47.6249112993,-122.058735865,"Hemlock, Western (Tsuga heterophylla)",20
47.6253039266,-122.059034628,"Pine (Pinus species)",30
47.6255427694,-122.059063149,"Maple, Red (Acer rubrum)",25
47.6255557448,-122.059380451,"Maple, Japanese (Acer palmatum)",14
47.6260603387,-122.05998582,"Maple, Red (Acer rubrum)",4
47.6262184438,-122.059434642,"Fir, Douglas (Pseudotsuga menziesii)",25
47.6262304577,-122.060304547,"Cedar, Western Red (Thuja plicata)",25
47.6262482386,-122.060512754,"Maple, Red (Acer rubrum)",5
47.6265260024,-122.060553397,"Maple, Red (Acer rubrum)",5
47.6266884311,-122.060481381,"Pine (Pinus species)",36
47.6172171551,-122.056801643,"Maple, Red (Acer rubrum)",2
47.617263297,-122.056883643,"Pear (Pyrus species)",1
47.6173243387,-122.056987033,"Maple, Red (Acer rubrum)",2
47.5745504257,-122.06010385,"Maple, Bigleaf (Acer macrophyllum)",20
47.5756457619,-122.059621053,"Cedar, Western Red (Thuja plicata)",8
47.5756578249,-122.05952807,"Fir, Douglas (Pseudotsuga menziesii)",15
47.575626461,-122.059560257,"Cedar, Western Red (Thuja plicata)",9
47.5757543292,-122.059492308,"Fir, Douglas (Pseudotsuga menziesii)",6
47.5757253779,-122.059406477,"Maple, Bigleaf (Acer macrophyllum)",45
47.5758194695,-122.059399325,"Cedar, Western Red (Thuja plicata)",9
47.5758460081,-122.058827121,"Fir, Douglas (Pseudotsuga menziesii)",9
47.5758773719,-122.058630426,"Maple, Bigleaf (Acer macrophyllum)",11
47.575942512,-122.058487376,"Maple, Bigleaf (Acer macrophyllum)",25
47.5759497498,-122.05841585,"Fir, Douglas (Pseudotsuga menziesii)",7
47.5761065683,-122.058104715,"Fir, Douglas (Pseudotsuga menziesii)",20
47.5762223724,-122.058001003,"Fir, Douglas (Pseudotsuga menziesii)",22
47.5763212882,-122.057872257,"Maple, Bigleaf (Acer macrophyllum)",22
47.5765360073,-122.057604037,"Fir, Douglas (Pseudotsuga menziesii)",22
47.5766566356,-122.05745741,"Fir, Douglas (Pseudotsuga menziesii)",22
47.5873287698,-122.056781927,"Maple, Red (Acer rubrum)",4
47.5874288009,-122.056784779,"Maple, Red (Acer rubrum)",4
47.5793157746,-122.056163384,"Maple, Red (Acer rubrum)",23
47.5793080787,-122.056809396,"Maple, Red (Acer rubrum)",5
47.5793109647,-122.056757344,"Hemlock, Mountain (Tsuga mertensiana)",1
47.5793051927,-122.056780161,"Hemlock, Mountain (Tsuga mertensiana)",1
47.5793051927,-122.056593345,"Maple, Red (Acer rubrum)",6
47.5793085597,-122.056696736,"Maple, Red (Acer rubrum)",5
47.6170335486,-122.055973807,"Maple, Red (Acer rubrum)",3
47.6173201539,-122.056111791,"Maple, Red (Acer rubrum)",4
47.6172312347,-122.056184521,"Maple, Red (Acer rubrum)",3
47.6109420168,-122.056658251,"Maple, Red (Acer rubrum)",3
47.6111192237,-122.056658251,"Maple, Red (Acer rubrum)",4
47.6113904577,-122.056622488,"Maple, Red (Acer rubrum)",5
47.6116568683,-122.056622488,"Maple, Red (Acer rubrum)",5
47.6119112229,-122.056627852,"Maple, Red (Acer rubrum)",4
47.6120727555,-122.056629641,"Maple, Red (Acer rubrum)",3
47.6120124822,-122.056475861,"Maple, Red (Acer rubrum)",4
47.6119305104,-122.056484802,"Maple, Red (Acer rubrum)",4
47.6120763719,-122.056475861,"Maple, Red (Acer rubrum)",4
47.6174547339,-122.055924262,"Pear, Callery (Pyrus calleryana)",2
47.6174201276,-122.056065444,"Maple, Red (Acer rubrum)",4
47.6175840266,-122.056063305,"Pear, Callery (Pyrus calleryana)",2
47.6175926781,-122.055923549,"Maple, Red (Acer rubrum)",3
47.617699861,-122.056061165,"Maple, Red (Acer rubrum)",3
47.6177402347,-122.055927827,"Maple, Red (Acer rubrum)",3
47.605316284,-122.057019416,"Oak (Quercus species)",2
47.6054817165,-122.057075112,"Oak (Quercus species)",2
47.6051183733,-122.057013394,"Oak (Quercus species)",1
47.6052269706,-122.057007373,"Oak (Quercus species)",2
47.6049841781,-122.056121864,"Maple, Red (Acer rubrum)",2
47.6050221579,-122.056235237,"Maple, Red (Acer rubrum)",2
47.5743091591,-122.059871392,"Fir, Douglas (Pseudotsuga menziesii)",30
47.5743453492,-122.059982257,"Fir, Douglas (Pseudotsuga menziesii)",25
47.5744587445,-122.060100273,"Cedar, Western Red (Thuja plicata)",20
47.5744442686,-122.060182528,"Maple, Bigleaf (Acer macrophyllum)",14
47.5746010915,-122.06016107,"Cedar, Western Red (Thuja plicata)",6
47.5746421067,-122.060257629,"Maple, Bigleaf (Acer macrophyllum)",16
47.5746155675,-122.060293392,"Maple, Bigleaf (Acer macrophyllum)",10
47.5747603267,-122.060364917,"Maple, Bigleaf (Acer macrophyllum)",24
47.5747362002,-122.060425714,"Cedar, Western Red (Thuja plicata)",20
47.5747892785,-122.060454324,"Maple, Bigleaf (Acer macrophyllum)",13
47.5747844532,-122.060493663,"Cedar, Western Red (Thuja plicata)",16
47.574888197,-122.060411409,"Maple, Bigleaf (Acer macrophyllum)",35
47.5749099108,-122.060350612,"Cedar, Western Red (Thuja plicata)",10
47.5749822901,-122.060329155,"Maple, Bigleaf (Acer macrophyllum)",22
47.5750401934,-122.060322002,"Maple, Bigleaf (Acer macrophyllum)",12
47.575122223,-122.06034346,"Maple, Bigleaf (Acer macrophyllum)",20
47.575168063,-122.060364917,"Cedar, Western Red (Thuja plicata)",16
47.5755685583,-122.060368494,"Cedar, Western Red (Thuja plicata)",13
47.5755999223,-122.060282663,"Hemlock, Western (Tsuga heterophylla)",13
47.5756674754,-122.060250477,"Fir, Douglas (Pseudotsuga menziesii)",8
47.5761234564,-122.058862884,"Cedar, Western Red (Thuja plicata)",22
47.5732523985,-122.058133325,"Fir, Douglas (Pseudotsuga menziesii)",1
47.5731944932,-122.058104715,"Maple, Red (Acer rubrum)",1
47.5731414133,-122.058104715,"Maple, Red (Acer rubrum)",1
47.5731100478,-122.05811902,"Fir, Douglas (Pseudotsuga menziesii)",2
47.5730690315,-122.058144054,"Fir, Douglas (Pseudotsuga menziesii)",2
47.5730183641,-122.05820485,"Maple, Red (Acer rubrum)",1
